clg_name,fees,avg_pkg,rating
"IFET College of Engineering - [IFET], Villupuram","₹ 55,000","₹ 4,20,000",7.3 / 10
"KMCT College of Engineering, Kozhikode","₹ 75,000","₹ 7,20,000",8.8 / 10
"KPR Institute of Engineering & Technology - [KPRIET], Coimbatore","₹ 96,900","₹ 2,23,000",8.5 / 10
"Kathir College of Engineering, Coimbatore","₹ 60,000","₹ 12,50,000",8.1 / 10
"Lakireddy Bali Reddy College of Engineering - [LBRCE], Krishna","₹ 69,700","₹ 41,60,000",8.1 / 10
"MEA Engineering College- [MEAEC], Malappuram","₹ 75,000","₹ 3,00,000",8.1 / 10
"M. Kumarasamy College of Engineering - [MKCE], Karur","₹ 2,00,000","₹ 3,20,000",7.5 / 10
"Madhav Institute of Technology and Science - [MITS], Gwalior","₹ 1,04,070","₹ 32,00,000",7.4 / 10
"Mahaveer Institute of Science and Technology- [MIST], Hyderabad","₹ 66,000","₹ 2,80,000",8.2 / 10
"Mailam Engineering College, Villupuram","₹ 50,000","₹ 39,00,000",7.4 / 10
"Manakula Vinayagar Institute of Technology - [MVIT], Pondicherry","₹ 1,07,000","₹ 4,00,000",8 / 10
"Marthandam College of Engineering and Technology - [MACET], Kanyakumari","₹ 55,000","₹ 10,00,000",7.1 / 10
"National Institute of Electronics and Information Technology - [NIELIT], Aurangabad","₹ 83,250","₹ 5,00,000",7.8 / 10
"PA College of Engineering - [PACE], Mangalore","₹ 1,00,000","₹ 58,00,000",8.2 / 10
"Pranveer Singh Institute of Technology - [PSIT], Kanpur","₹ 5,40,000","₹ 2,25,000",8.2 / 10
"Rajagiri School of Engineering & Technology - [RSET], Kochi","₹ 87,000","₹ 3,25,000",7.4 / 10
"Sahrdaya College of Engineering - [SCE] Kodakara, Thrissur","₹ 35,000","₹ 3,50,000",7.9 / 10
"Sanjivani College of Engineering Kopargaon, Ahmednagar","₹ 1,51,002","₹ 12,00,000",7.5 / 10
"Saroj Mohan Institute of Technology - [SMIT], Hooghly","₹ 2,95,000","₹ 3,80,000",8 / 10
"Seemanta Engineering College, Mayurbhanj","₹ 2,20,000","₹ 10,00,000",8.4 / 10
"Sengunthar Engineering College, Namakkal","₹ 50,000","₹ 3,50,000",7.6 / 10
"Shivani Engineering College - [SEC], Tiruchirappalli","₹ 56,500","₹ 10,00,000",7.1 / 10
"Sri Venkateshwara College of Engineering - [SVCE], Bangalore","₹ 1,25,000","₹ 5,00,000",6.6 / 10
"Swami Vivekananda Institute of Technology - [SVIT], Secunderabad","₹ 79,350","₹ 70,00,000",7.7 / 10
"TKR College of Engineering and Technology - [TKRCET], Hyderabad","₹ 70,000","₹ 6,30,000",7.6 / 10
"Trinity College of Engineering, Thiruvananthapuram","₹ 40,000","₹ 46,00,000",6.4 / 10
"APS College of Engineering - [APS], Bangalore","₹ 56,000","₹ 2,40,000",8.2 / 10
"College of Engineering - [COER], Roorkee","₹ 1,36,150","₹ 7,20,000",7 / 10
"Park College of Engineering and Technology - [PCET], Coimbatore","₹ 87,000","₹ 3,50,000",7.1 / 10
"University Institute of Information Technology, Himachal Pradesh University - [UIIT], Shimla","₹ 1,22,010","₹ 7,50,000",7.6 / 10
"GD Goenka University - [GDGU], Gurgaon","₹ 3,00,000","₹ 8,00,000",6.7 / 10
"Government Engineering College, Ajmer","₹ 70,500","₹ 3,25,000",7.3 / 10
"College of Engineering Adoor - [CEA], Pathanamthitta","₹ 53,328","₹ 5,50,000",7.9 / 10
"ITM SLS Baroda University, Vadodara","₹ 98,000","₹ 12,00,000",8 / 10
"ISL Engineering College - [ISLEC], Hyderabad","₹ 65,000","₹ 40,00,000",7.4 / 10
"College of Engineering - [CEK] Kidangoor, Kottayam","₹ 35,000","₹ 5,00,000",7.3 / 10
"KLS Gogte Institute of Technology - [KLS GIT], Belgaum","₹ 61,100","₹ 10,00,000",8 / 10
"Trident Academy of Technology, Bhubaneswar","₹ 1,08,300","₹ 9,98,000",6.8 / 10
"People's University, Bhopal","₹ 80,000","₹ 2,50,000",7.8 / 10
"Amrita School of Engineering - [ASE], Bangalore","₹ 2,70,000","₹ 6,00,000",7.9 / 10
"Ganga Group of Institutions - [GGI], New Delhi","₹ 78,000","₹ 11,00,000",8.1 / 10
"Cambridge Institute of Technology - [CiTech], Bangalore","₹ 1,50,000","₹ 3,00,000",6.5 / 10
"RajaRajeswari College of Engineering - [RRCE], Bangalore","₹ 29,170","₹ 5,00,000",8 / 10
"Sri Manakula Vinayagar Engineering College, Pondicherry","₹ 59,500","₹ 4,50,000",5.6 / 10
"International Institute of Technology and Management - [IITM], Sonepat","₹ 70,000","₹ 18,00,000",7.6 / 10
"Maharishi University of Information Technology - [MUIT], Lucknow","₹ 80,000","₹ 4,50,000",7.7 / 10
"JNTUH College of Engineering Sultanpur - [JNTUHCES], Sangareddy","₹ 40,500","₹ 9,20,000",8.1 / 10
"Vidya Knowledge Park - [VKP], Meerut","₹ 1,02,850","₹ 5,00,000",8.7 / 10
"Jaypee University Anoopshahr, Bulandshahr","₹ 1,55,000","₹ 10,00,000",8.1 / 10
"Sarala Birla University - [SBU], Ranchi","₹ 5,22,200","₹ 10,00,000",7.3 / 10
"Rajkiya Engineering College - [RECK], Kannauj","₹ 60,500","₹ 7,50,000",7.6 / 10
"Career Point University - [CPU], Hamirpur","₹ 1,05,000","₹ 3,50,000",6.8 / 10
"Sri Sai University - [SSU], Palampur","₹ 90,900","₹ 7,00,000",8.8 / 10
"Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib","₹ 1,04,000","₹ 3,40,000",8.3 / 10
"Vinayaka Missions University - [VMU], Salem","₹ 60,000","₹ 17,00,000",8.4 / 10
"Gopal Narayan Singh University - [GNSU], Sasaram","₹ 1,00,000","₹ 11,00,000",8.5 / 10
"Shyam University, Dausa","₹ 80,000","₹ 7,00,000",7.4 / 10
"Kavikulguru Institute of Technology and Science - [KITS], Nagpur","₹ 1,03,000","₹ 4,60,000",8.7 / 10
"Institute of Wood Science and Technology - [IWST], Bangalore Rural",--,"₹ 11,00,000",8.1 / 10
"Stanley College of Engineering and Technology for Women - [SCETW], Hyderabad","₹ 81,000","₹ 26,00,000",7.3 / 10
"Aditya Institute of Technology and Management -[AITAM] Tekkali, Srikakulam","₹ 72,000","₹ 4,00,000",7.5 / 10
"Anand Engineering College - [AEC], Agra","₹ 1,17,625","₹ 36,00,000",7.6 / 10
"Andhra Loyola Institute of Engineering - [ALIET], Vijayawada","₹ 50,200","₹ 4,70,000",8.1 / 10
"Baba Banda Singh Bahadur Engineering College - [BBSBEC], Fatehgarh Sahib","₹ 90,000","₹ 28,00,000",8.1 / 10
"Bangalore College of Engineering and Technology-[BCET], Bangalore","₹ 1,25,000","₹ 2,50,000",7.1 / 10
"Bankura Unnayani Institute of Engineering - [BUIE], Bankura","₹ 94,750","₹ 3,20,000",7.4 / 10
"Buddha Institute of Technology- [BIT], Gorakhpur","₹ 68,057","₹ 5,04,000",7.1 / 10
"Chadalawada Ramanamma Engineering College - [CREC], Tirupati","₹ 63,000","₹ 17,55,000",8.3 / 10
"Chettinad College of Engineering and Technology - [CCET], Karur","₹ 55,000","₹ 3,14,000",8.1 / 10
"College of Engineering And Management, Kolaghat, Medinipur","₹ 1,10,700","₹ 4,80,000",7.3 / 10
"DAV Institute of Engineering and Technology - [DAVIET], Jalandhar","₹ 80,750","₹ 10,00,000",7.3 / 10
"Dhanalakshmi Srinivasan Engineering College - [DSEC], Perambalur","₹ 50,000","₹ 4,43,000",7.3 / 10
"Ellenki College of Engineering and Technology - [ECET], Hyderabad","₹ 60,000","₹ 12,60,000",6.6 / 10
"GKM College of Engineering and Technology - [GKMCET], Chennai","₹ 50,000","₹ 5,90,000",7.8 / 10
"G L Bajaj Institute of Technology and Management, Greater Noida",--,"₹ 30,00,000",8.2 / 10
"Government College of Engineering - [GCE], Kannur","₹ 7,600","₹ 4,00,000",8.2 / 10
"Government College of Engineering and Ceramic Technology - [GCECT], Kolkata","₹ 17,950","₹ 3,30,000",7.1 / 10
"Govt Engineering College, Bilaspur","₹ 12,725","₹ 12,00,000",8 / 10
"Kamla Nehru Institute of Technology - [KNIT], Sultanpur","₹ 3,37,000","₹ 3,95,777",7.6 / 10
"Karpagam Institute of Technology, Coimbatore","₹ 50,000","₹ 7,00,000",9 / 10
"Kongunadu College of Engineering and Technology - [KNCET], Tiruchirappalli","₹ 55,000","₹ 25,00,000",7.5 / 10
"MBM Engineering College - [MBM], Jodhpur","₹ 3,15,000","₹ 3,70,000",8.4 / 10
"Madanapalle Institute of Technology & Science -[MITS], Madanapalle","₹ 69,800","₹ 10,00,000",8.2 / 10
"Mookambigai College of Engineering, Pudukkottai","₹ 50,000","₹ 2,30,000",7.1 / 10
"Government College of Engineering, Keonjhar","₹ 1,40,000","₹ 2,80,000",6.2 / 10
"Ponjesly College of Engineering - [PCE], Nagercoil","₹ 2,00,000","₹ 13,52,000",7.7 / 10
"Rajadhani Institute of Engineering and Technology - [RIET] Attinga, Thiruvananthapuram","₹ 1,20,000","₹ 3,40,000",7.7 / 10
"Ramachandra College of Engineering - [RCE], Eluru","₹ 45,900","₹ 27,00,000",6.5 / 10
"Rewa Engineering College - [REC], Rewa","₹ 49,800","₹ 5,38,000",8.7 / 10
"Roorkee Institute of Technology - [RIT], Roorkee","₹ 1,07,900","₹ 4,85,000",6.9 / 10
"SCMS School of Engineering and Technology [SSET], Ernakulam","₹ 72,225","₹ 13,00,000",7.9 / 10
"SIES Graduate School of Technology - [SIES-GST], Navi Mumbai","₹ 1,34,420","₹ 20,18,000",7.3 / 10
"SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala, Pune","₹ 1,25,170","₹ 3,40,000",6.7 / 10
"Samrat Ashok Technological Institute - [S.A.T.I], Vidisha","₹ 71,300","₹ 12,00,000",7.2 / 10
"Sapthagiri College of Engineering, Bangalore","₹ 2,35,000","₹ 7,12,000",5.9 / 10
"Saroj Institute of Technology and Management - [SITM], Lucknow","₹ 2,40,000","₹ 58,00,000",7 / 10
"Sasurie College of Engineering - [SCE], Tiruppur","₹ 2,00,000","₹ 3,50,000",8.1 / 10
"Selvam College of Technology - [SCT], Namakkal","₹ 50,000","₹ 2,40,000",7.2 / 10
"Shivalik College of Engineering - [SCE], Dehradun","₹ 1,03,900","₹ 3,50,000",7.5 / 10
"Silver Oak College of Engineering and Technology - [SOCET], Ahmedabad","₹ 78,000","₹ 3,20,000",7.7 / 10
"Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon, Pune","₹ 1,38,060","₹ 12,00,000",6.5 / 10
"Sree Buddha College of Engineering Pattoor - [SBCE], Alappuzha","₹ 75,000","₹ 56,00,000",7.7 / 10
"Sree Narayana Gurukulam College of Engineering - [SNGCE], Ernakulam","₹ 72,020","₹ 12,08,000",7.4 / 10
"Sree Sastha Institute of Engineering and Technology, Chennai","₹ 55,000","₹ 6,50,000",8 / 10
"Sri Siddhartha Institute of Technology - [SSIT], Tumkur","₹ 1,11,796","₹ 10,00,000",6.3 / 10
"Tamilnadu College of Engineering - [TNCE], Coimbatore","₹ 2,00,000","₹ 4,66,000",5.7 / 10
"Thangavelu Engineering College, Chennai","₹ 50,000","₹ 10,00,000",7.8 / 10
"Hyderabad Institute of Technology and Management - [HITAM], Hyderabad","₹ 1,03,000","₹ 20,50,000",7.9 / 10
"Vemu Institute of Technology - [VEMU], Chittoor","₹ 35,000","₹ 4,50,000",7.6 / 10
"Kalaignar karunanidhi Institute of Technology - [KIT], Coimbatore","₹ 2,00,000","₹ 12,00,000",7.5 / 10
"Patel College of Science and Technology - [PCST], Bhopal","₹ 56,000","₹ 4,50,000",7 / 10
"University Institute of Engineering and Technology - [UIET], Kurukshetra","₹ 1,04,900","₹ 18,00,000",7.6 / 10
"Anna University of Technology, Madurai","₹ 43,810","₹ 6,00,000",5.5 / 10
"Anna University of Technology, Tirunelveli","₹ 43,810","₹ 16,00,000",6.7 / 10
"GB Pant Delhi Skill and Entrepreneurship University, Okhla-I Campus, New Delhi","₹ 40,000","₹ 24,00,000",8.3 / 10
"Jyothy Institute of Technology - [JIT], Bangalore","₹ 3,00,000","₹ 4,00,000",7.9 / 10
"College of Engineering Perumon, Kollam","₹ 35,000","₹ 8,00,000",7.4 / 10
"College of Engineering - [CEM] Munnar, Idukki","₹ 85,650","₹ 4,24,448",7.3 / 10
"College of Engineering Pathanapuram, Pathanamthitta","₹ 53,450","₹ 10,00,000",8.2 / 10
"Sreyas Institute of Engineering and Technology - [SIET], Hyderabad","₹ 1,06,000","₹ 21,00,000",6.4 / 10
"Delhi Institute of Tool Engineering - [DITE], New Delhi",--,"₹ 5,00,000",8.2 / 10
"K. C. College of Engineering And Management Studies And Research, Thane","₹ 3,90,000","₹ 12,00,000",8.3 / 10
"Vi Institute of Technology - [VIIT], Kanchipuram","₹ 2,00,000","₹ 6,53,000",7.8 / 10
"Birla Institute of Technology Extension Centre - [BIT], Deoghar","₹ 4,04,700","₹ 51,00,000",8.4 / 10
"A. P. Shah Institute of Technology - [APSIT], Thane","₹ 1,37,706","₹ 18,33,000",7.1 / 10
"Vidyavardhini's College of Engineering and Technology - [VCET], Palghar","₹ 1,21,934","₹ 3,60,000",7.6 / 10
"Vimal Jyothi Engineering College - [VJEC], Kannur","₹ 75,000","₹ 10,00,000",7.1 / 10
"College of Engineering Vadakara - [CEV], Kozhikode","₹ 55,105","₹ 3,50,000",8.5 / 10
"K. Ramakrishnan College of Engineering -[KRCE], Tiruchirappalli","₹ 2,00,000","₹ 12,00,000",8.4 / 10
"Ganga Technical Campus - [GTC], Bahadurgarh","₹ 2,80,000","₹ 43,17,000",7.7 / 10
"JSS Academy of Technical Education - [JSSATE], Bangalore","₹ 1,10,821","₹ 4,70,000",7.7 / 10
"PES Institute of Technology and Management - [PESITM], Shimoga","₹ 3,60,000","₹ 4,50,000",7.5 / 10
"Pratap University - [PU], Jaipur","₹ 3,87,000","₹ 14,00,000",7.3 / 10
"Girijananda Chowdhury Institute of Management & Technology - [GIMT], Guwahati","₹ 1,44,000","₹ 3,60,000",6.7 / 10
"GIET Engineering College, Rajahmundhry, East Godavari","₹ 65,000","₹ 6,10,000",7.2 / 10
"GIET College of Engineering, Rajahmundhry, East Godavari","₹ 58,700","₹ 33,00,000",7.4 / 10
"Babu Banarasi Das Northern India Institute of Technology - [BBDNIIT], Lucknow","₹ 1,05,503","₹ 2,50,000",7.8 / 10
"Narsimha Reddy Engineering College - [NRCM], Secunderabad","₹ 70,000","₹ 3,50,000",7.4 / 10
"KGISL Institute of Technology - [KITE], Coimbatore","₹ 87,200","₹ 8,00,000",8.2 / 10
"Jai Parkash Mukand Lal Innovative Engineering & Technology Institute - [JMIETI], Yamuna Nagar","₹ 68,750","₹ 3,85,000",7.1 / 10
"JNTUH College of Engineering Manthani - [JNTUHCEM], Karimnagar","₹ 35,000","₹ 2,11,000",8 / 10
"Rajkiya Engineering College [REC], Banda","₹ 62,500","₹ 4,00,000",7.8 / 10
"Rajkiya Engineering College - [REC], Ambedkar Nagar","₹ 57,300","₹ 2,80,000",7.2 / 10
"SAL College of Engineering - [SCE], Ahmedabad","₹ 74,000","₹ 5,80,000",7.8 / 10
"OP Jindal University - [OPJU], Raigarh","₹ 1,35,000","₹ 3,20,000",7.9 / 10
"Indian Institute of Handloom Technology - [IIHT], Salem",--,"₹ 5,20,000",6.9 / 10
"Chaibasa Engineering College, Techno India Group, Chaibasa",--,"₹ 3,00,000",7.4 / 10
"Rajkiya Engineering College - [REC], Sonbhadra","₹ 57,300","₹ 6,00,000",7.2 / 10
"Bikaner Technical University - [BTU], Bikaner","₹ 3,98,000","₹ 4,00,000",8.4 / 10
"Indian Institute of Information Technology - [IIIT], Agartala","₹ 2,20,550","₹ 3,50,000",8.2 / 10
"Chalapathi Institute of Engineering and Technology - [CIET], Guntur","₹ 52,500","₹ 12,00,000",7.8 / 10
"KKR & KSR Institute of Technology and Sciences - [KITS], Guntur","₹ 37,000","₹ 6,05,000",7.7 / 10
"Kallam Haranadhareddy Institute of Technology - [KHIT], Guntur","₹ 50,200","₹ 25,00,000",8.3 / 10
"JIS University, Kolkata","₹ 1,18,600","₹ 3,50,000",7.5 / 10
"Om Dayal Group of Institutions, Kolkata","₹ 86,500","₹ 12,00,000",7.3 / 10
"A.V.C College of Engineering - [AVCCE], Nagapattinam","₹ 55,500","₹ 50,00,000",7.1 / 10
"AWH Engineering College, Calicut","₹ 75,000","₹ 4,53,000",7.6 / 10
"Aarupadai Veedu Institute of Technology - [AVIT], Kanchipuram","₹ 60,000","₹ 4,50,000",7.9 / 10
"Abacus Institute of Engineering and Management, Hooghly","₹ 80,500","₹ 14,00,000",7.4 / 10
"Akshaya College of Engineering and Technology-[ACET], Coimbatore","₹ 65,000","₹ 3,00,000",6.9 / 10
"Al Ameen Engineering College, Erode","₹ 25,000","₹ 8,16,000",6.8 / 10
"Rajadhani Institute of Science and Technology - [RIST], Palakkad","₹ 35,000","₹ 4,54,000",8.3 / 10
"Amrutvahini College of Engineering - [AVCOE], Ahmednagar","₹ 1,20,000","₹ 2,00,000",5.5 / 10
"Arasu Engineering College - [AEC], Kumbakonam","₹ 65,000","₹ 3,36,875",7.9 / 10
"Arya College of Engineering and IT - [ACEIT], Jaipur","₹ 96,104","₹ 3,60,000",7.6 / 10
"Bapuji Institute of Engineering and Technology - [BIET], Davanagere","₹ 93,000","₹ 10,00,000",7.6 / 10
"Cape Institute of Technology - [CAPE], Tirunelveli","₹ 25,500","₹ 4,00,000",7.6 / 10
"CIPET: Centre for Skilling and Technical Support [CSTS], Bhubaneswar","₹ 32,680","₹ 12,00,000",7.8 / 10
"Dhanalakshmi College of Engineering - [DCE], Chennai","₹ 2,00,000","₹ 6,00,000",6.6 / 10
"Dhirajlal Gandhi College of Technology, Salem","₹ 50,000","₹ 18,00,000",8.6 / 10
"Dronacharya College of Engineering - [DCE], Gurgaon","₹ 5,64,000","₹ 8,00,000",7.5 / 10
"EGS Pillay Engineering College, Nagapattinam","₹ 2,00,000","₹ 30,00,000",7.5 / 10
"Einstein College of Engineering, Tirunelveli","₹ 2,00,000","₹ 12,00,000",7.3 / 10
"Eswar College of Engineering, Narasaraopet","₹ 50,200","₹ 2,40,000",6.5 / 10
"Feroze Gandhi Institute of Engineering and Technology - [FGIET], Rae Bareli","₹ 87,709","₹ 7,00,000",8.5 / 10
"G Narayanamma Institute of Technology and Science - [GNITS], Hyderabad","₹ 1,22,000","₹ 10,00,000",6.8 / 10
"Ghousia College of Engineering - [GCE], Ramanagar","₹ 1,00,000","₹ 10,00,000",6.6 / 10
"Global Institute of Engineering and Technology - [GIT], Vellore","₹ 50,000","₹ 8,50,000",7.4 / 10
"Gopalan College of Engineering and Management - [GCEM], Bangalore","₹ 1,50,000","₹ 14,00,000",7.5 / 10
"Government College of Engineering - [GCE], Chandrapur","₹ 25,293","₹ 2,90,000",7 / 10
"Government Engineering College - [ECB], Bikaner","₹ 60,000","₹ 2,50,000",7.5 / 10
"Government Engineering College, Valsad","₹ 1,500","₹ 5,00,000",6 / 10
"Green Hills Engineering College, Solan","₹ 80,700","₹ 6,00,000",7.2 / 10
"Hasmukh Goswami College of Engineering - [HGCE], Ahmedabad","₹ 61,000","₹ 3,60,000",8.1 / 10
"Hindusthan Institute of Technology - [HITECH], Coimbatore","₹ 1,25,000","₹ 4,00,000",6.6 / 10
"Institute of Engineering and Rural Technology - [IERT], Allahabad","₹ 71,200","₹ 3,20,000",7.4 / 10
"Institute of Engineering and Technology - [IETR], Alwar","₹ 84,500","₹ 9,00,000",8 / 10
"KG Reddy College of Engineering and Technology - [KGRCET], Hyderabad","₹ 1,00,000","₹ 3,60,000",7.4 / 10
"KLN College of Information Technology - [KLNCIT], Sivaganga","₹ 50,000","₹ 4,80,000",7.4 / 10
"KNS Institute of Technology - [KNSIT], Bangalore","₹ 1,00,000","₹ 8,00,000",7.4 / 10
"KCC Institute of Technology and Management - [KCCITM], Greater Noida","₹ 1,00,000","₹ 37,00,000",7.5 / 10
"Lakhmi Chand Institute of Technology - [LCIT], Bilaspur","₹ 68,000","₹ 7,97,000",8 / 10
"Lendi Institute of Engineering and Technology, Vizianagaram","₹ 59,900","₹ 50,23,000",6.5 / 10
"M.A.M College of Engineering - [MAMCE], Tiruchirappalli","₹ 60,000","₹ 32,00,000",7.6 / 10
"Marri Laxman Reddy Institute of Technology & Management - [MLRITM], Hyderabad","₹ 1,00,000","₹ 3,60,000",7.7 / 10
"Maharaja Institute of Technology - [MIT], Mysore","₹ 2,38,000","₹ 32,00,000",7.5 / 10
"Maharana Pratap Engineering College - [MPEC], Kanpur","₹ 1,05,450","₹ 6,00,000",8 / 10
"Malla Reddy College of Engineering and Technology- [MRCET], Hyderabad","₹ 1,00,000","₹ 21,00,000",7.5 / 10
"Malla Reddy Institute of Technology - [MRIT], Secunderabad","₹ 45,000","₹ 3,00,000",6.7 / 10
"Mallabhum Institute of Technology - [MIT], Bishnupur","₹ 88,750","₹ 4,50,000",7.2 / 10
"Malwa Institute of Science and Technology - [MIST], Indore","₹ 53,500","₹ 12,00,000",7.2 / 10
"Mewat Engineering College - [MECW], Mewat","₹ 39,500","₹ 4,00,000",7.6 / 10
"Nagpur Institute of Technology - [NIT], Nagpur","₹ 1,07,000","₹ 24,00,000",6.5 / 10
"P.B. College of Engineering - [PBCE], Chennai","₹ 60,000","₹ 10,00,000",7.2 / 10
"Progressive Education Society's Modern College of Engineering - [MCOE], Pune","₹ 1,04,986","₹ 4,20,000",8 / 10
"Raghu Institute of Technology - [RIT], Visakhapatnam","₹ 61,000","₹ 12,00,000",6.8 / 10
"Rajiv Gandhi College of Engineering and Technology, Pondicherry","₹ 40,000","₹ 4,70,000",8.3 / 10
"Reva Institute of Technology and Management - [RITM], Bangalore","₹ 2,25,000","₹ 85,00,000",8.3 / 10
"SDM College of Engineering and Technology - [SDMCET], Dharwad","₹ 3,50,000","₹ 2,00,000",8.3 / 10
"SKP Engineering College, Tiruvannamalai","₹ 65,000","₹ 3,60,000",7.7 / 10
"Scient Institute of Technology, Ibrahimpatnam, Hyderabad","₹ 58,000","₹ 3,11,666",7.3 / 10
"Shantilal Shah Engineering College - [SSEC], Bhavnagar","₹ 2,800","₹ 6,50,000",7.4 / 10
"Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT], Surat","₹ 76,500","₹ 14,00,000",8.3 / 10
"St Xaviers Catholic College of Engineering - [SXCCE], Nagercoil","₹ 50,000","₹ 42,00,000",7.5 / 10
"Surya Engineering College, Erode","₹ 50,000","₹ 9,00,000",7.6 / 10
"T John Institute of Technology - [TJIT], Bangalore","₹ 1,50,000","₹ 13,00,000",7.8 / 10
"Technocrats Institute of Technology - [TIT], Bhopal","₹ 1,00,000","₹ 6,00,000",8.2 / 10
"Teegala Krishna Reddy Engineering College, Hyderabad","₹ 80,000","₹ 16,00,000",7.3 / 10
"Thanthai Periyar Government Institute of Technology - [TPGIT], Vellore","₹ 6,455","₹ 5,40,000",8.3 / 10
"Toc H Institute of Science and Technology - [TIST], Ernakulam","₹ 60,000","₹ 43,33,000",8 / 10
"Walchand Institute of Technology - [WIT], Solapur","₹ 38,848","₹ 2,00,000",7.3 / 10
"Truba College of Science and Technology - [TCST], Bhopal","₹ 60,000","₹ 4,80,000",7.3 / 10
"Jain College of Engineering - [JCE], Belgaum","₹ 1,10,000","₹ 12,00,000",6.3 / 10
"M.A.M. College of Engineering and Technology - [MAMCET], Tiruchirappalli","₹ 50,000","₹ 15,10,000",8.6 / 10
"Velammal College of Engineering and Technology - [VCET], Madurai","₹ 2,00,000","₹ 21,00,000",7.8 / 10
"Vignan Institute of Technology And Management, Berhampur","₹ 58,000","₹ 42,00,000",8.4 / 10
"Mangalmay Institute of Engineering and Technology - [MIET], Greater Noida","₹ 1,20,000","₹ 4,50,000",8.9 / 10
"Jansons Institute of Technology - [JIT], Coimbatore","₹ 92,500","₹ 3,00,000",8.3 / 10
"United Institute of Technology - [UIT], Coimbatore",--,"₹ 7,00,000",7.9 / 10
"Vidya Academy of Science and Technology - [VAST], Thrissur","₹ 1,08,611","₹ 3,00,000",7.5 / 10
"Viswajyothi College of Engineering and Technology - [VJCET], Ernakulam","₹ 96,500","₹ 4,00,000",7.7 / 10
"ICFAI Foundation for Higher Education - [IFHE], Hyderabad","₹ 2,80,000","₹ 5,70,000",8.5 / 10
"ICFAI University, Raipur","₹ 1,00,000","₹ 8,00,000",8.9 / 10
"Charotar University of Science and Technology - [CHARUSAT], Anand","₹ 1,28,000","₹ 10,00,000",7.4 / 10
"AP Goyal Shimla University, Shimla","₹ 1,41,000","₹ 30,00,000",7.5 / 10
"Mohammad Ali Jauhar University, Rampur","₹ 85,700","₹ 11,76,000",7.9 / 10
"PCTE Group of Institutes, Ludhiana",--,"₹ 25,12,000",8.1 / 10
"Dayananda Sagar Institutions - [DSI], Bangalore","₹ 2,46,180","₹ 4,74,000",6.2 / 10
"Bangalore Technological Institute - [BTI], Bangalore","₹ 1,40,000","₹ 17,50,000",6.7 / 10
"A. C. Patil College of Engineering - [ACPCE], Navi Mumbai","₹ 1,07,573","₹ 3,00,000",7.1 / 10
"Vasantdada Patil Pratishtan's College of Engineering & Visual Arts, Mumbai","₹ 1,46,205","₹ 4,00,000",8 / 10
"PPG Institute of Technology - [PPGIT], Coimbatore","₹ 40,000","₹ 1,08,000",7.4 / 10
"Vadodara Institute of Engineering, Vadodara","₹ 61,000","₹ 3,75,000",7.6 / 10
"Shivajirao Kadam Group of Colleges, Indore","₹ 70,000","₹ 2,50,000",8.2 / 10
"JD College of Engineering and Management, Nagpur","₹ 1,03,000","₹ 9,50,000",7.2 / 10
"Shree LR Tiwari College of Engineering - [SLRTCE], Thane","₹ 90,000","₹ 3,80,000",7.4 / 10
"Apex Professional University - [APU], Pasighat","₹ 70,000","₹ 18,00,000",9.3 / 10
"Haridwar University, Roorkee","₹ 1,37,000","₹ 5,00,000",6.6 / 10
"College of Engineering- [CEC] Cherthala, Alappuzha","₹ 35,000","₹ 12,00,000",8.2 / 10
"Providence College of Engineering, Chengannur","₹ 50,000","₹ 3,50,000",8.2 / 10
"Dr. NGP Institute of Technology, Coimbatore","₹ 2,00,000","₹ 5,00,000",7.7 / 10
"Loknayak Jai Prakash Institute Of Technology - [LNJPIT], Chapra",--,"₹ 10,00,000",4.7 / 10
"Gwalior Engineering College - [GEC], Gwalior","₹ 45,600","₹ 5,76,000",7.6 / 10
"United Group of Institutions - [UGI], Allahabad","₹ 1,18,025","₹ 16,65,000",6.9 / 10
"Sarvepalli Radhakrishnan University - [SRK], Bhopal","₹ 50,000","₹ 4,50,000",7.9 / 10
"Ajeenkya DY Patil University - [ADYPU], Pune","₹ 2,30,000","₹ 10,00,000",7.5 / 10
"Women Institute of Technology - [WIT], Dehradun","₹ 75,500","₹ 3,50,000",7.6 / 10
"H.V.P.Mandal's College of Engineering & Technology, Amravati","₹ 80,300","₹ 2,40,000",7.4 / 10
"Adani Institute of Infrastructure Engineering - [AIIE], Ahmedabad","₹ 1,65,000","₹ 4,20,000",7.4 / 10
"Rajkiya Engineering College -[RECM], Mainpuri","₹ 60,500","₹ 2,50,000",7.7 / 10
"IAMR Group of Institutions - [IAMR], Ghaziabad","₹ 2,80,000","₹ 4,25,000",8.1 / 10
"Amritsar Group of Colleges - [AGC], Amritsar","₹ 4,03,024","₹ 19,00,000",7.4 / 10
"Gokul Global University - [GGU], Sidhpur","₹ 74,000","₹ 3,50,000",7.5 / 10
"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra","₹ 61,070","₹ 42,00,000",7.9 / 10
"Purnea College of Engineering - [PCE], Purnea",--,"₹ 4,00,000",8.8 / 10
